Formula,A,B,X,a_normal,b_normal,c_normal,angle_a_normal,angle_b_normal,angle_c_normal,energy_normal,volume_normal,force_normal,a_inverse,b_inverse,c_inverse,angle_a_inverse,angle_b_inverse,angle_c_inverse,energy_inverse,volume_inverse,force_inverse,CLscore,Experimental,MACE_conv_normal,MACE_conv_inverse,MACE_conv_both,MACE_conv_any,Ehull_min,Ehull_min_type,SuperScore,inversion_parameter,delta_E,SMACT_low,SMACT_medium,SMACT_high
AgGa2S4,Ag,Ga,S,8.59351888270728,8.593518882705393,8.593518882705157,90.00000000000682,89.99999999999993,90.00000000000003,-1064.79439515681,634.6190531484957,0.0197239252179576,8.024021483073012,7.995451231030775,7.985489293715301,90.0278759165919,90.36084050267692,89.8373116602343,-2266.220661904425,512.3021540384276,1557.5193178896272,0.8622869330644608,,True,False,False,True,0.0,normal,0.86,0.0,-1201.426267,True,False,False
AgGd2S4,Ag,Gd,S,11.398523288986066,11.398523288986084,11.398523288986985,89.9999999999828,89.99999999999996,89.99999999999994,-462.4215914028909,1480.9683344858872,0.0218811433968869,8.102486993468174,8.100122304844632,8.097518624296328,90.03310405889066,90.02639218875558,90.03335781536404,-200980817623.7764,531.4491077812304,802093316144.3434,0.927173587679863,,True,False,False,True,0.038982,normal,0.8300000000000001,0.0,-200980817161.3548,True,False,False
AgGe2S4,Ag,Ge,S,8.429854491854655,8.429852774032453,8.429851365440562,89.99986198350295,89.99847335813924,90.0002834316367,-18052.49983642529,599.0457415051052,1849.5556949286508,7.852585269026155,7.82617512474601,7.825597763410645,90.13953566890358,89.8434044486412,89.92844941652534,-3846004838.1035542,480.9240457196013,3426322216.4221654,0.8386620587110519,,False,False,False,False,,,,,-3845986785.603718,True,False,False
AgHf2S4,Ag,Hf,S,10.726015670779674,10.7260156707801,10.726015670778622,90.00000000000006,89.99999999999999,89.99999999999999,-385.4084338517661,1234.000345815971,0.0096804836508802,8.253869647304946,8.251851005154867,8.256524042506006,90.17460647854406,90.00006934206445,89.94285262488084,-6679.561187863472,562.3465056080852,7626.654748996238,0.4821884982660412,,True,False,False,True,0.082688,normal,,,-6294.152754,True,False,False
AgHo2S4,Ag,Ho,S,8.390185557466435,8.390185521739184,8.390183150515135,90.00000327197762,90.00001042868132,90.00000226432955,-1763099.957998322,590.6287332529596,58864.4040105649,8.17401111987549,8.181986397286819,8.183558394445656,90.32913771716515,90.06261111225567,89.79670074206008,-7863965191.928773,547.3007125569727,11191658677.0151,0.903754312992096,,False,False,False,False,,,,,-7862202091.970775,True,False,False
AgIn2S4,Ag,In,S,8.638361462307072,8.638361460686536,8.638361458514876,89.9999999393106,90.00000002011848,89.99999996926006,-1391.316012119214,644.6056646317761,0.0493690196678522,8.242787299315872,8.217761577231164,8.21586383229732,90.00669407314481,90.08610038790356,90.05757420120419,-1280.0404666526465,556.5191975191652,132.36867586137035,0.8053022474050522,True,True,False,False,True,0.0,normal,0.81,0.0,111.275545,True,False,False
AgIr2S4,Ag,Ir,S,8.489993892145682,8.489993892143076,8.489993892143076,89.99999999999964,89.99999999999993,89.99999999999993,-749.2242250877068,611.9587282363248,0.0476788569285732,8.040619294386724,8.006696893040374,8.021152422259393,89.85079380469762,89.86635742693515,89.90262847690036,-459072.0689872761,516.3882836887148,464423.3803868996,0.7275299353152513,,True,False,False,True,0.0,normal,0.73,0.0,-458322.844762,True,True,False
AgLa2S4,Ag,La,S,11.781372426507726,11.781372426507536,11.781372426508405,90.00000000000563,89.99999999999987,89.99999999999982,-316.55919448505256,1635.2631668592526,0.0354953230508684,8.769689807745607,8.76835666237726,8.767804024736623,90.32089642800996,90.2634182848853,90.06751317075582,-2903760.5916155064,674.188836408476,1393655.294619248,0.9358125364780426,,True,False,False,True,0.122608,normal,0.6399999999999999,0.0,-2903444.032421,True,False,False
AgLu2S4,Ag,Lu,S,11.730010293017711,11.730010293217388,11.730010293076344,90.0000000000229,89.99999999982344,89.99999999996773,-279.0358165608673,1613.96896577774,0.0458948252864928,8.219277664579474,8.222345211868236,8.22215044507796,89.96066762346757,89.91874915973074,90.07647451073944,-10935940712.163916,555.666034719303,50589259554.14074,0.9149965339899064,,True,False,False,True,0.552389,normal,,,-10935940433.1281,True,False,False
AgMn2S4,Ag,Mn,S,8.639903862261678,8.639903862261619,8.639903862261706,89.99999999999828,90.0,90.0,-877.7291455967988,644.9510143084295,0.0392940439890272,7.9781539495217535,7.982037459940765,7.978490006471614,90.05411859523967,90.078198396311,89.96519465619252,-3248.713416834425,508.0847985120293,6818.944593303371,0.4642129833251238,,True,False,False,True,0.0,normal,,,-2370.984271,True,True,False
AgMo2S4,Ag,Mo,S,8.088028785749005,8.088028785748739,8.08802878574875,90.00000000000075,90.0,90.0,-1648.6635551073698,529.088186615635,0.0480186818795416,7.943527278228471,7.9289168300187,7.919991021421535,90.0158376785654,90.07461424993508,90.00757184554486,-23423.33921864321,498.8288397182477,16033.08578466924,0.5328004290163517,,True,False,False,True,0.0,normal,0.53,0.0,-21774.675664,True,False,False
AgNb2S4,Ag,Nb,S,10.454612913007468,10.454612913007404,10.454612913007916,89.99999999999805,89.99999999999993,90.0,-357.2964363994373,1142.6780170918908,0.0289054406915642,10.481126183544406,10.046374131704326,10.703469762566646,85.91448775649717,87.33054531129935,87.85551705219763,-352.1083541927097,1122.3047989273389,0.0494323493542681,0.550911624878645,,True,True,True,True,0.147677,normal,0.1750000000000001,0.0,5.188082,True,False,False
AgNd2S4,Ag,Nd,S,11.62650935224075,11.62650935224106,11.626509352241031,90.00000000001592,90.0000000000052,89.99999999999903,-310.3251854928498,1571.6217694942768,0.0397978335880013,8.652402122595364,8.619668203218811,8.610575156748917,90.1335951507064,90.0811473130358,90.04974311101186,-46762782.64746735,642.1812553459005,106046728.6322804,0.9122114378213882,,True,False,False,True,0.084922,normal,0.7100000000000001,0.0,-46762472.322282,True,False,False
AgNi2S4,Ag,Ni,S,7.957233103973796,8.047915437320817,7.793834093125674,90.00000000163875,89.99999951724155,89.99999999603568,-6860.3190736151655,499.110425891258,697.4688968574643,7.891074686402103,7.888419980678812,7.885747447059579,89.98196327895272,89.90360642907079,89.87725993526479,-5143153765.201955,490.8710393916928,9384467392.26339,0.5692837262898683,,False,False,False,False,,,,,-5143146904.882881,True,False,False
