Compositions,a,b,c,angle_a,angle_b,angle_c,energy,volume,steps,conv,force_conv,force
CMo2S4,7.96099186247494,7.960112115654232,7.960794723393578,89.99578063856792,89.97983516067416,89.96123866676358,-40121.12880661189,504.4785005907519,600,pass,fail,21929.720669263217
CNb2S4,8.191067403028708,8.189803653403136,8.196369715912008,89.97362828024393,90.03485759172106,89.97943819066333,-48494394564.85075,549.8387900345462,600,pass,fail,70470420727.94524
CNd2S4,8.448887004662476,8.417273892522461,8.423039613057675,90.04204002767904,89.91045631712495,90.2105447519982,-82550874.58586216,599.0129706466088,600,pass,fail,136493009.6317639
CNi2S4,7.940152976568191,7.949003585832507,7.94706994407875,89.73283418525847,89.81832525771226,89.97778781321486,-5160.960742234054,501.5816769877591,600,pass,fail,10916.699322393511
COs2S4,7.914976412034113,7.91074940200064,7.911924795493829,89.94184754180209,89.90740647853616,90.0212892736733,-6063.326409732517,495.39153522879695,600,pass,fail,1540.5715902744932
CP2S4,9.593264398081429,9.641458173827944,9.645253870582588,90.20489873934082,89.96859454193888,89.98078410901391,-1742343.409161819,892.1131309365265,600,pass,fail,872850.4318992662
CPb2S4,8.137460043981061,8.119845128758216,8.115266870760221,89.72768815478263,89.59710709892998,89.8464251358787,-4663.219929410553,536.1943796790533,600,pass,pass,648.981329400219
CPd2S4,8.056767576027266,8.0355933866487,8.05772606686021,89.96119472670868,89.85827358737181,90.04131201328438,-89466952.85884468,521.6626521891927,600,pass,fail,262339585.6447148
CPr2S4,8.070300304563455,8.068709888854528,8.07334087199446,90.12991231906324,90.06924846657539,90.10338995980254,-307716042.76349014,525.7084322425861,600,pass,fail,150845336.64068806
CPt2S4,7.983225305261852,7.974957075147582,7.9734473519655,89.90712706958719,89.91065793718974,89.97437915620888,-1568346.477270274,507.6352011440091,600,pass,fail,427370.84185390006
CRe2S4,7.870304484437043,7.87976443716595,7.892808992596948,89.89375553187047,89.9688778021131,90.07128620206211,-7568462.422854031,489.4802967730207,600,pass,fail,15644016.766099747
CRh2S4,8.02587334616504,8.023068990651018,8.027791614300218,89.76703766296819,89.70238827150234,89.9903340061937,-12529.952616995188,516.9153939068335,600,pass,fail,48279.10303670526
CRu2S4,7.920099658417646,7.9250134224023165,7.927889627509076,89.98243962981628,89.83249940026307,89.95575354530588,-50954.29697394111,497.6067267320172,600,pass,fail,13969.348262301626
CSb2S4,8.075594423266232,8.076315905556983,8.0773051353079,90.00587847399554,89.99461103940583,90.00753172169499,-2249534.418180087,526.8103260713611,600,pass,fail,1393115.450607553
CSc2S4,8.009430508807682,7.994409493212634,8.000449764961479,89.9621311866312,89.94194227193124,90.08068731639476,-4362.614696074137,512.2732537715974,600,pass,fail,1169.5882674077914
CSe2S4,7.979379927122867,7.964365111247385,7.960946851349349,89.85306141595515,89.82329847732544,90.06571205331264,-70918.7622466817,505.9192990365493,600,pass,fail,76003.93811628819
CSi2S4,10.699318579128844,11.529251644290229,10.91283220224008,90.62473066959366,88.83968215099733,91.65309171778507,-296.44090153142355,1345.2460156769228,600,pass,pass,0.1366112964749464
CSm2S4,8.29115351761781,8.293643712948876,8.29966062018103,90.09841522288949,90.06130105892318,89.98063248108902,-7950.988267820986,570.7156100395559,600,pass,fail,23423.653027251927
CSn2S4,8.176159622085702,8.169371034690585,8.159062141218842,89.9172540693697,89.79351422982148,89.85512426016399,-11277.166660832563,544.971220001148,600,pass,fail,6277.705210412669
CSr2S4,8.145134502867695,8.141133781227193,8.140570381706775,89.95901250020017,89.96194896804491,90.02637801465539,-73793813.69275977,539.8060332647306,600,pass,fail,53023189.80814927
CTa2S4,8.049084771404035,8.051256815889037,8.053490800573126,90.01245129913755,89.9795977121038,89.97653971462496,-4053401.202614568,521.9083844702096,600,pass,fail,959394.3514432098
CTb2S4,8.037612786095522,8.026591405975998,8.035804479547465,89.91430759271293,90.02077950287965,89.92951279285101,-3760216.8802576982,518.425976011808,600,pass,fail,8682497.00507734
CTc2S4,7.92144469268015,7.925550435974265,7.929758306271892,89.91754641121324,89.95065410633764,90.00526226373776,-15396.794157889042,497.8438725658009,600,pass,fail,1254.5115143972084
CTe2S4,8.084603205812261,8.08475593260323,8.085815063896728,90.00045775949935,89.9960088954018,90.01083440005371,-1950363.7679917263,528.5053870586779,600,pass,fail,1945811.5743740404
CTi2S4,8.080852617741007,8.08049730633723,8.080290976707886,90.0473432388716,90.03126565989326,89.96267956106014,-949493.2317953776,527.6208766545298,600,pass,fail,109475.28112642533
CTl2S4,8.024066228473322,8.021790389888036,8.022358025038725,90.01015164293202,90.04456181970714,90.01720145877347,-50361539.904007725,516.3779587343043,600,pass,fail,11772244.322375854
CTm2S4,8.391527812945203,8.38697702245204,8.391641616080978,90.13663557451402,90.19819083777703,89.59697413347446,-1060907108.520481,590.5801790294422,600,pass,fail,1020246323.8875536
